HST_ID,X,X_err,Y,Y_err,F606W_Vegamag,F606W_mag_err,F814W_Vegamag,F814W_mag_err,N_detect,HST_Field,F098M_Vegamag,F098M_mag_err,F139M_Vegamag,F139M_mag_err,F153M_Vegamag,F153M_mag_err,F167N_Vegamag,F167N_mag_err,F130N_Vegamag,F130N_mag_err,GaiaDR3_ID,Gmag,BPmag,RPmag,RA,DEC,distance
GB01376401,3343.537,0.019,4373.866,0.044,23.240,0.023,19.270,0.007,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7705669,-29.0715610,54.06122067257944
GB06984069,5912.167,0.049,5149.422,0.195,24.433,0.080,21.064,0.023,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7379077,-29.0629483,54.06290586248952
GB18277720,3839.830,0.067,3787.511,0.093,26.172,,22.582,0.016,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7642651,-29.0780808,54.063945832994264
GB21291334,3306.364,0.110,5367.819,0.105,,,23.111,0.008,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7710284,-29.0605129,54.06451361318343
GB07650641,3254.180,0.034,4658.809,0.054,23.902,0.013,21.173,0.005,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7716996,-29.0683934,54.06457418241852
GB19581447,3247.484,0.065,5140.817,0.086,25.742,,22.771,0.010,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7717782,-29.0630355,54.069529521398145
GB17037778,3605.352,0.002,5853.039,0.048,25.860,,22.417,,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7672256,-29.0551223,54.07318495288635
GB17906301,4245.918,0.243,6226.486,0.111,,,22.531,0.051,2,HD43_ACSWFC,20.398,0.029,18.433,0.020,18.149,0.035,17.896,0.052,,,,,,,267.7590772,-29.0509724,54.074434667620764
GB03918679,3476.885,0.044,5697.742,0.018,23.852,0.032,20.439,0.010,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7688572,-29.0568466,54.075347814336325
GB12965017,4686.800,0.127,6264.299,0.046,25.223,0.170,21.906,0.006,4,HD43_ACSWFC,19.981,0.022,18.177,0.017,17.860,0.028,17.756,0.045,,,,,,,267.7534733,-29.0505536,54.076667427745406
GB05919417,5932.629,0.042,4936.835,0.094,24.166,0.010,20.876,0.023,4,HD43_ACSWFC,18.875,0.011,16.937,0.008,16.602,0.013,16.371,0.018,,,,,,,267.7376492,-29.0653112,54.07783547243154
GB14692657,4440.554,0.098,6261.448,0.073,25.326,,22.121,0.026,3,HD43_ACSWFC,20.271,0.027,18.360,0.019,17.933,0.030,17.628,0.042,,,,,,,267.7566042,-29.0505847,54.082948271767606
GB15662499,4543.627,0.035,3566.021,0.185,,,22.242,0.064,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7553185,-29.0805450,54.08354775945497
GB05781379,4960.035,0.061,6214.335,0.032,24.155,,20.850,0.020,3,HD43_ACSWFC,18.817,0.011,16.930,0.008,16.576,0.013,16.323,0.017,,,,,,,267.7500021,-29.0511099,54.085111411758135
GB19570697,3866.966,0.145,6065.405,0.058,,,22.770,0.055,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7638953,-29.0527615,54.08678825865615
GB10853601,5825.432,0.117,5444.919,0.246,24.983,0.124,21.634,0.024,4,HD43_ACSWFC,19.606,0.017,17.707,0.012,17.385,0.020,17.096,0.028,,,,,,,267.7390079,-29.0596637,54.08813102368715
GB12041439,4573.134,0.079,3565.326,0.139,25.111,0.173,21.789,0.049,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7549435,-29.0805527,54.090830657214816
GB16947828,3233.049,0.012,5030.528,0.060,,,22.405,0.030,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7719641,-29.0642616,54.09694555623121
GB02495267,3245.109,0.040,4705.244,0.047,24.015,0.035,19.975,0.000,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7718144,-29.0678772,54.09783939858571
GB15659875,5559.797,0.124,5849.486,0.054,,,22.242,0.062,2,HD43_ACSWFC,20.228,0.027,18.308,0.019,17.935,0.031,17.605,0.042,,,,,,,267.7423810,-29.0551663,54.100314650913326
GB15715609,5933.372,0.113,4891.466,0.123,,,22.249,0.022,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7376399,-29.0658155,54.111260524501574
GB18076719,3563.063,0.054,5808.522,0.083,,,22.554,0.050,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7677607,-29.0556155,54.112794731212574
GB04626742,3482.342,0.027,4127.684,0.025,23.218,0.030,20.611,0.018,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7688050,-29.0742979,54.12450326994885
GB15611882,5925.109,0.023,4758.006,0.092,,,22.236,0.009,2,HD43_ACSWFC,20.259,0.027,18.408,0.020,18.100,0.034,17.835,0.050,,,,,,,267.7377460,-29.0672990,54.14387972303258
GB21843779,3384.726,0.281,4284.022,0.087,,,23.333,0.058,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7700443,-29.0725599,54.14446780514274
GB14746816,5610.895,0.344,5794.411,0.083,25.578,,22.128,0.073,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7417309,-29.0557785,54.14592583866152
GB12508834,3982.033,0.148,6131.063,0.050,25.175,,21.849,0.018,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7624309,-29.0520319,54.149103449384114
GB12087922,3263.762,0.002,4601.815,0.048,,,21.795,0.011,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7715785,-29.0690270,54.17494976376022
GB20113469,3328.676,0.112,4401.165,0.121,,,22.859,0.003,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7707555,-29.0712576,54.18006922594799
GB12074115,5392.132,0.131,3831.881,0.046,25.200,0.020,21.793,0.017,4,HD43_ACSWFC,19.777,0.019,17.854,0.013,17.427,0.021,17.161,0.029,,,,,,,267.7445290,-29.0775920,54.19832870832386
GB07517415,3967.746,0.046,6125.396,0.024,24.831,,21.152,0.037,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7626149,-29.0520954,54.20319296897501
GB00959629,3652.606,0.026,5904.794,0.012,22.201,0.013,18.715,0.001,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7666215,-29.0545459,54.21288437106691
GB13885484,3727.004,0.136,5969.728,0.089,25.584,,22.021,0.008,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7656763,-29.0538247,54.214895768801654
GB00730807,5873.725,0.024,4509.769,0.014,22.394,0.023,18.270,0.027,4,HD43_ACSWFC,15.950,0.002,13.556,0.001,13.044,0.002,12.664,0.002,,,4057339472917837568,19.774,,,267.7384013,-29.0700580,54.215551036188224
GB14959399,3558.258,0.074,4028.019,0.251,25.547,,22.155,0.007,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7678399,-29.0754058,54.216473000727966
GB13445848,4704.624,0.111,3567.579,0.100,25.143,0.024,21.967,0.042,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7532718,-29.0805280,54.22385155102207
GB17693616,4307.980,0.044,6244.774,0.017,,,22.503,0.034,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7582882,-29.0507694,54.23111412284067
GB07942819,3720.836,0.075,5965.277,0.024,24.713,0.014,21.219,0.017,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7657536,-29.0538739,54.23117223148817
GB15783002,5718.781,0.138,4179.700,0.142,,,22.258,0.051,2,HD43_ACSWFC,20.210,0.026,18.086,0.016,17.737,0.026,17.304,0.033,,,,,,,267.7403733,-29.0737266,54.233782947094156
GB12750552,4766.883,0.127,3574.241,0.096,25.434,,21.879,0.033,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7524812,-29.0804545,54.24343737144435
GB12086911,5116.087,0.075,3671.158,0.125,24.405,0.026,21.795,0.048,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7480398,-29.0793778,54.2487955971889
GB22139992,3300.575,0.013,5365.381,0.155,,,23.849,0.052,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7711020,-29.0605400,54.250497487212904
GB18265019,4731.313,0.297,3569.584,0.171,,,22.580,0.059,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7529323,-29.0805059,54.2519815203684
GB21348880,3230.083,0.376,5041.407,0.094,,,23.128,0.040,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7720017,-29.0641407,54.25319872600112
GB00611919,4000.164,0.032,6142.709,0.015,19.472,0.007,17.990,0.001,4,HD43_ACSWFC,,,,,,,,,,,4057339610356752384,,,,267.7622015,-29.0519028,54.254087152737185
GB17307198,3295.994,0.027,5352.685,0.021,,,22.452,0.055,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7711604,-29.0606811,54.25843677356009
GB18561772,3286.897,0.096,5325.767,0.047,,,22.621,0.067,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7712763,-29.0609802,54.26934922686258
GB04341372,5912.561,0.028,5176.244,0.066,24.096,0.062,20.545,0.013,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7379025,-29.0626502,54.273675551113875
GB15354797,5819.670,0.128,5469.725,0.027,25.456,,22.204,0.011,3,HD43_ACSWFC,20.148,0.024,18.195,0.017,17.836,0.028,17.584,0.040,,,,,,,267.7390798,-29.0593877,54.27696039537882
GB13916885,4991.121,0.130,3623.714,0.049,25.776,,22.025,,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7496259,-29.0799036,54.28469860835094
GB01475384,5771.511,0.015,5567.558,0.008,21.129,0.011,19.365,0.010,4,HD43_ACSWFC,18.273,0.008,17.106,0.009,16.813,0.014,16.624,0.020,,,,20.484,,,267.7396924,-29.0583005,54.285884604195815
GB17543186,5937.007,0.117,4976.193,0.127,25.748,,22.483,0.044,3,HD43_ACSWFC,20.913,0.044,19.524,0.047,19.196,0.085,19.042,0.139,,,,,,,267.7375921,-29.0648736,54.303093869903904
GB17083248,5786.455,0.116,5540.430,0.006,,,22.423,0.024,2,HD43_ACSWFC,20.384,0.029,18.314,0.018,17.955,0.030,17.603,0.041,,,,,,,267.7395024,-29.0586019,54.30465279863817
GB19141080,3607.858,0.213,5864.174,0.015,,,22.705,0.002,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7671907,-29.0549972,54.307471662098074
GB20201208,3680.246,0.085,3901.816,0.053,,,22.874,0.031,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7662916,-29.0768095,54.30774294737051
GB17128319,4766.550,0.123,6262.129,0.102,25.284,0.034,22.429,0.004,4,HD43_ACSWFC,20.643,0.035,18.918,0.028,18.465,0.045,18.135,0.063,,,,,,,267.7524597,-29.0505780,54.33506813676044
GB14388041,3623.964,0.131,5881.807,0.063,25.313,0.043,22.084,0.036,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7669858,-29.0548013,54.34650853279523
GB11848165,3460.332,0.065,5686.094,0.046,25.117,0.033,21.764,0.008,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7690677,-29.0569760,54.35201991934265
GB18422998,3401.411,0.099,5592.263,0.108,25.903,,22.602,0.010,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7698188,-29.0580189,54.35407983824541
GB13586996,4395.876,0.153,3571.353,0.049,,,21.984,0.009,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7571969,-29.0804853,54.35819237410933
GB19273582,3332.138,0.169,5454.098,0.026,,,22.724,0.106,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7706998,-29.0595540,54.36207512631795
GB19561289,3915.580,0.119,3732.505,0.056,,,22.768,0.003,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7633015,-29.0786923,54.36872340198133
GB13289231,3848.149,0.122,3772.941,0.069,25.513,0.095,21.947,0.022,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7641584,-29.0782425,54.369542868293266
GB01735345,5556.312,0.025,3970.391,0.054,21.435,0.011,19.571,0.010,4,HD43_ACSWFC,18.486,0.009,17.253,0.010,16.936,0.015,16.693,0.021,,,4057339266771757440,20.768,21.528,19.716,267.7424406,-29.0760527,54.370169903436775
GB09611655,3512.203,0.032,4077.439,0.048,25.217,0.020,21.465,0.033,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7684260,-29.0748565,54.37875350432067
GB18748627,3586.112,0.079,3990.959,0.199,,,22.648,0.039,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7674873,-29.0758182,54.384157224784545
GB18198752,4557.561,0.235,3558.189,0.158,,,22.571,0.159,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7551414,-29.0806321,54.384198725402946
GB15486996,5834.640,0.130,4390.937,0.230,25.817,,22.220,0.035,3,HD43_ACSWFC,20.045,0.023,17.872,0.014,17.533,0.023,17.173,0.030,,,,,,,267.7388979,-29.0713786,54.38585980107237
GB18422152,4721.914,0.210,3565.209,0.171,,,22.602,0.040,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7530519,-29.0805546,54.38616587802996
GB18724912,3948.666,0.036,6120.999,0.144,,,22.644,0.069,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7628563,-29.0521439,54.39587023501353
GB15309821,3422.851,0.127,5630.849,0.033,25.344,,22.198,0.038,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7695436,-29.0575896,54.40033270863004
GB13433435,3276.420,0.049,5302.781,0.030,25.583,0.063,21.965,0.014,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7714097,-29.0612357,54.40128585347521
GB09444558,5883.804,0.084,4526.108,0.061,24.901,0.043,21.441,,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7382740,-29.0698770,54.406648029137806
GB20548127,3497.395,0.272,4095.145,0.039,,,22.939,0.036,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7686140,-29.0746598,54.414529468088446
GB01081668,5003.682,0.033,6209.848,0.032,22.833,0.003,18.908,0.013,4,HD43_ACSWFC,16.658,0.003,14.360,0.002,13.861,0.003,13.498,0.004,,,,20.404,21.234,18.749,267.7494463,-29.0511597,54.43216771592002
GB14456926,3371.775,0.017,5543.357,0.080,25.268,0.162,22.092,0.023,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7701949,-29.0585621,54.45614339356668
GB06241476,5811.820,0.045,5498.195,0.068,24.260,0.003,20.935,0.005,4,HD43_ACSWFC,18.972,0.012,17.227,0.009,16.907,0.015,16.705,0.022,,,,,,,267.7391805,-29.0590715,54.4637421688918
GB08657242,3494.542,0.039,5738.337,0.048,24.687,0.010,21.327,0.030,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7686323,-29.0563954,54.46426377045873
GB18231906,4193.926,0.087,3612.247,0.118,,,22.575,0.045,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7597640,-29.0800300,54.46426849838123
GB11524413,4419.577,0.074,6268.753,0.062,24.902,0.055,21.723,0.053,4,HD43_ACSWFC,19.839,0.020,18.080,0.016,17.751,0.026,17.597,0.041,,,,,,,267.7568696,-29.0505033,54.466368257994965
GB01426818,3240.886,0.019,4674.964,0.012,22.047,0.013,19.320,0.005,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7718684,-29.0682138,54.46760633996546
GB14645855,3720.932,0.187,3861.457,0.034,,,22.116,0.055,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7657747,-29.0772582,54.48409448740359
GB14508114,5309.903,0.193,6066.813,0.095,25.633,,22.099,0.050,3,HD43_ACSWFC,20.019,0.022,17.820,0.013,17.416,0.021,17.172,0.030,,,,,,,267.7455543,-29.0527501,54.48466618071013
GB19481052,3977.099,0.045,6137.977,0.035,,,22.756,0.096,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7624947,-29.0519552,54.485531295872306
GB17301059,5170.785,0.117,3689.451,0.109,25.270,0.105,22.451,,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7473434,-29.0791740,54.48654476443957
GB07812171,3417.672,0.090,5626.453,0.032,24.728,0.042,21.198,0.004,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7696106,-29.0576387,54.487492768837946
GB10768904,5942.219,0.061,4871.397,0.051,25.106,,21.623,0.023,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7375267,-29.0660384,54.48850194078743
GB11697435,4470.795,0.084,6274.453,0.059,24.963,0.029,21.745,0.038,4,HD43_ACSWFC,19.813,0.020,17.995,0.015,17.666,0.026,17.397,0.036,,,,,,,267.7562186,-29.0504401,54.490290520264196
GB06561754,5942.063,0.079,4970.350,0.091,24.525,0.022,20.992,0.008,4,HD43_ACSWFC,18.909,0.011,16.811,0.007,16.381,0.011,16.033,0.014,,,,,,,267.7375290,-29.0649387,54.49181992063618
GB15991148,3434.076,0.079,5652.911,0.102,25.443,0.095,22.284,0.024,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7694018,-29.0573447,54.492732378712624
GB10527392,4511.221,0.089,6277.561,0.045,24.978,0.021,21.591,0.038,4,HD43_ACSWFC,19.645,0.018,17.769,0.013,17.428,0.021,17.211,0.031,,,,,,,267.7557047,-29.0504057,54.508494215136274
GB18726271,3363.482,0.170,5530.059,0.030,,,22.644,0.020,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7703005,-29.0587098,54.50981188215422
GB00798124,3758.259,0.027,6003.638,0.015,19.880,0.015,18.414,0.008,4,HD43_ACSWFC,,,,,,,,,,,4057339404198249344,,,,267.7652776,-29.0534477,54.5107093551121
GB15885731,4391.556,0.046,3567.689,0.038,25.874,,22.270,,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7572522,-29.0805254,54.52521275931247
GB21135258,3307.919,0.010,5405.440,0.103,,,23.068,0.053,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7710082,-29.0600947,54.52645430262158
GB03352271,5012.599,0.037,6209.349,0.033,24.182,0.016,20.279,,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7493321,-29.0511648,54.52774748608955
GB21743708,5912.689,0.240,5207.580,0.375,,,23.277,0.015,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7379004,-29.0623018,54.53351956668116
GB17930449,3822.080,0.062,3784.976,0.048,,,22.535,0.003,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7644896,-29.0781087,54.53826660989944
GB06426617,4086.616,0.082,6187.801,0.095,24.952,0.035,20.968,0.022,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7611023,-29.0514019,54.545555687811465
GB17048393,4755.979,0.269,6268.900,0.033,,,22.418,0.043,2,HD43_ACSWFC,20.422,0.030,18.426,0.020,18.073,0.033,17.834,0.049,,,,,,,267.7525940,-29.0505026,54.547738330712455
GB22155227,3226.520,0.096,4756.846,0.284,,,24.958,0.971,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7720502,-29.0673036,54.55059186629015
GB01812054,4973.566,0.024,6222.635,0.024,21.581,0.004,19.623,0.012,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7498289,-29.0510175,54.55924002005127
GB18097777,3653.983,0.103,5918.607,0.145,25.851,,22.557,,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7666068,-29.0543937,54.58235159888918
GB03196995,3350.380,0.018,5507.548,0.042,22.264,0.013,20.231,0.019,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7704673,-29.0589600,54.58275578236737
GB17568587,3870.567,0.093,6082.220,0.171,,,22.486,0.045,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7638493,-29.0525746,54.58429825210964
GB17549217,4798.726,0.047,3570.253,0.074,,,22.484,0.064,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7520753,-29.0804987,54.58947935331939
GB15567498,5568.988,0.052,5857.259,0.088,25.623,,22.230,,2,HD43_ACSWFC,20.235,0.027,18.431,0.020,17.982,0.032,17.803,0.048,,,,,,,267.7422612,-29.0550789,54.590326409665536
GB16498565,3300.216,0.073,5389.446,0.128,25.823,,22.348,0.001,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7711074,-29.0602728,54.592426964585904
GB01958174,3930.393,0.034,6116.884,0.010,23.551,0.034,19.712,0.039,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7630885,-29.0521896,54.59407739160922
GB20279776,3455.904,0.044,4144.529,0.112,,,22.888,0.027,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7691410,-29.0741107,54.602543985852385
GB02799787,4534.200,0.044,6281.343,0.008,23.583,,20.095,0.003,3,HD43_ACSWFC,17.995,0.007,15.929,0.005,15.538,0.007,15.219,0.009,,,,,,,267.7554138,-29.0503639,54.62051246735039
GB09511660,3411.079,0.057,5622.045,0.025,24.902,0.005,21.451,0.030,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7696945,-29.0576876,54.62179602272732
GB18177532,4449.593,0.022,3558.066,0.312,,,22.568,0.005,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7565141,-29.0806331,54.635701498713374
GB14606505,5888.899,0.136,5309.904,0.105,25.319,0.056,22.111,0.003,4,HD43_ACSWFC,20.100,0.024,18.239,0.018,17.923,0.030,17.523,0.039,,,,,,,267.7382022,-29.0611645,54.63969642447815
GB17407126,3765.194,0.117,6013.154,0.008,,,22.465,0.051,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7651894,-29.0533418,54.64939037049007
GB09426031,4430.739,0.133,3559.604,0.014,24.868,0.103,21.439,0.005,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7567539,-29.0806158,54.65198807209515
GB15166784,4310.218,0.041,6256.001,0.064,,,22.181,0.041,2,HD43_ACSWFC,20.263,0.035,18.433,0.024,18.133,0.039,17.866,0.058,,,,,,,267.7582596,-29.0506446,54.65352239600477
GB02543297,3928.660,0.043,3716.943,0.025,21.844,0.011,19.995,0.016,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7631354,-29.0788652,54.66045348658928
GB07733833,3462.667,0.079,5703.246,0.019,24.460,0.091,21.186,0.018,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7690379,-29.0567853,54.66713987853018
GB10679134,5930.133,0.105,5133.767,0.104,25.170,0.085,21.611,0.014,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7376795,-29.0631223,54.66768030164511
GB20927282,4482.628,0.214,3554.380,0.252,,,23.019,0.010,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7560941,-29.0806742,54.67122587441972
GB19199695,3477.904,0.045,5725.295,0.007,,,22.713,0.050,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7688440,-29.0565403,54.68658900246276
GB04056468,4877.399,0.029,6251.231,0.032,24.215,,20.474,0.034,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7510520,-29.0506996,54.69160838313115
GB01343976,5607.283,0.019,5819.405,0.020,22.964,,19.236,0.021,3,HD43_ACSWFC,16.999,0.004,14.759,0.003,14.293,0.004,13.936,0.004,,,,20.677,,,267.7417766,-29.0555006,54.691631328827114
GB20537699,3609.973,0.188,3954.972,0.090,,,22.937,0.051,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7671844,-29.0762183,54.69403909626863
GB15954665,5753.255,0.080,4213.004,0.103,25.403,,22.279,0.007,3,HD43_ACSWFC,20.383,0.029,18.551,0.021,18.268,0.038,18.018,0.056,,,,,,,267.7399339,-29.0733562,54.700056774108475
GB16792472,3243.151,0.248,4631.360,0.112,25.905,,22.385,0.044,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7718390,-29.0686982,54.713467038384756
GB01934588,3213.043,0.053,4946.720,0.011,23.922,0.031,19.698,0.009,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7722193,-29.0651930,54.7206156260166
GB02492727,3223.313,0.026,5090.929,0.032,23.936,0.021,19.974,0.005,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7720871,-29.0635902,54.738028323281846
GB14163714,5696.538,0.072,4123.417,0.089,24.975,,22.056,0.018,3,HD43_ACSWFC,20.581,0.033,19.171,0.032,18.898,0.062,18.717,0.098,,,,,,,267.7406556,-29.0743519,54.76498037311042
GB18841555,5820.545,0.113,4335.559,0.109,26.140,,22.661,0.024,3,HD43_ACSWFC,20.559,0.032,18.485,0.020,18.118,0.034,17.816,0.048,,,,,,,267.7390775,-29.0719941,54.76958026717926
GB12314184,3508.091,0.118,5768.519,0.074,24.910,0.049,21.824,0.041,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7684598,-29.0560600,54.775603996242666
GB19962266,3524.587,0.022,5788.932,0.001,,,22.833,0.041,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7682500,-29.0558331,54.77717261509484
GB01164076,5949.696,0.039,4872.341,0.018,22.595,0.080,19.022,0.014,4,HD43_ACSWFC,16.895,0.004,14.723,0.003,14.298,0.004,13.955,0.004,,,,20.533,,,267.7374328,-29.0660281,54.78257381659643
GB00665987,5186.878,0.015,3689.062,0.052,19.753,0.011,18.121,0.001,4,HD43_ACSWFC,,,,,,,,,,,4057339266759107072,,,,267.7471396,-29.0791790,54.783092612105136
GB01386048,3220.145,0.036,5076.151,0.014,23.396,0.019,19.280,0.003,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7721275,-29.0637544,54.792060178542044
GB16127336,5727.460,0.068,4167.010,0.025,,,22.301,0.036,2,HD43_ACSWFC,20.350,0.029,18.412,0.020,18.192,0.037,17.859,0.050,,,,,,,267.7402631,-29.0738677,54.80161569582494
GB03852395,3691.032,0.062,3876.017,0.042,24.542,0.099,20.421,0.000,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7661547,-29.0770961,54.80260964913048
GB04536857,5937.625,0.080,5106.835,0.036,24.211,0.002,20.591,0.033,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7375844,-29.0634217,54.8036105682955
GB09512289,5766.556,0.138,5602.822,0.032,24.791,0.010,21.451,,3,HD43_ACSWFC,19.473,0.016,17.553,0.011,17.221,0.018,16.933,0.025,,,,,,,267.7397542,-29.0579080,54.80872994746329
GB19306278,5483.069,0.087,3885.821,0.196,26.220,,22.729,,2,HD43_ACSWFC,20.731,0.036,18.920,0.027,18.442,0.043,18.319,0.071,,,,,,,267.7433695,-29.0769914,54.81069542163092
GB16837146,3738.291,0.015,5998.045,0.078,25.697,,22.391,0.083,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7655303,-29.0535095,54.81804901550848
GB22260580,4687.114,0.018,3551.149,0.002,23.149,0.049,,,2,HD43_ACSWFC,,,,,,,,,,,,,,,267.7534947,-29.0807104,54.81948246693987
GB12627509,4215.555,0.060,6237.731,0.049,25.378,,21.864,0.014,3,HD43_ACSWFC,19.891,0.023,18.056,0.019,17.812,0.034,17.491,0.048,,,,,,,267.7594641,-29.0508476,54.820912217652875
GB00064158,5872.676,0.027,4458.854,0.037,21.042,0.021,15.468,0.055,4,HD43_ACSWFC,,,,,,,,,,,4057339472917827328,,,,267.7384150,-29.0706240,54.82215674605901
GB15274807,4473.818,0.162,6283.039,0.090,25.228,0.042,22.194,0.055,4,HD43_ACSWFC,20.296,0.027,18.444,0.020,18.015,0.032,17.829,0.049,,,,,,,267.7561801,-29.0503447,54.823137925425684
GB17874360,3287.866,0.184,4462.917,0.072,25.505,0.006,22.527,0.003,4,HD43_ACSWFC,,,,,,,,,,,,,,,267.7712736,-29.0705709,54.82360891538163
GB07842728,3376.277,0.094,5571.732,0.021,24.784,,21.203,0.012,3,HD43_ACSWFC,,,,,,,,,,,,,,,267.7701363,-29.0582464,54.826789301454525
GB15631570,5703.429,0.134,4130.213,0.176,25.976,,22.239,,2,HD43_ACSWFC,20.358,0.028,18.445,0.020,18.065,0.032,17.817,0.048,,,,,,,267.7405689,-29.0742770,54.832106463333474
